code	no_of_companies	shareholder_Name	shareholder_Country
EC1790867129001	2	Gonzalez Artigas Lasso Esteban, Mr Eduardo Pinto Penafiel Andres	EC, EC
EC0991276106001	11	C P T Empresas Maritimas S A, Transporte Maritimo Chiloe Aysen Sa	CL, CL
EC20752	0		
EC1791972465001	2	Mr Efren Chacha Rubio Kleber, Mrs Marjorie Chacha Rubio Kennya	EC, EC
EC2290325334001	0		
EC15785	0		
EC0992410787001	0		
EC1790827356001	0		
EC0992211237001	0	Mr Dieter Ramon Sonnenholzner Sper, Mr Georg Ramon Sonnenholzner Sper, Mr Ramon Sonnenholzner Sper Gunther, Mr Ramon Sonnenholzner Sper Otto, Rosenheimer S.A.	EC, EC, EC, EC, EC
EC20745	0		
EC0992662360001	2	Mr Alfredo Pino Salvador, Varsis Trading Corp.	VE, BZ
EC1791878280001	2	Indian Investigaciones Y Consultoria Sociedad Anonima, Mr Juan Carlos Serrano Valdivieso	CR
EC1792352428001	0		
EC0990036152001	559	Bayer Ag	DE
EC1792214394001	0		
EC1790105709001	0		
EC0990021066001	0		
EC0992706899001	0		
EC0992528737001	0		
EC0990048673001	0		
EC0992734493001	0	Mr Juan Jose Palacios Sanchez, Mr Raul Alfonso Estrada Ulloa	EC, EC
EC1792368898001	0		
EC1791906497001	2	Mr Mauro Napoleon Montalvo Hidalgo, Mrs Maria Ferda Montalvo Torres	EC, EC
EC1792171709001	2	Mr Marcelo Belisario Coello Zapata, Mrs Maria Isabel Coello Paez	EC, EC
EC0991237313001	121	Chiquita Brands International Inc, Chiquita Tropical Fruit Company B.V.	US, NL
EC1790930777001	1016	Deutsche Post Ag, Deutsche Post Beteiligungen Holding Gmbh, Dhl Express (Ecuador) S.A.	DE, DE, EC
EC0992728078001	2	Mr Paul Emilio Canarte Teran, Mrs Xiomara Dolores Moya Cisneros	EC, EC
EC0992253738001	2	Mr Luis Alberto Ramirez Ramos, Mr Manuel Abad Elvay Wilson	EC, EC
EC0990575053001	3	Blueholding S.A., Mr Juan Carlos Pena Seminario, Mr Jurado Von Buchwald Juan Ferdo, Mr Luis Eduardo Pena Seminario	EC, EC, EC, EC
EC0990794650001	2	Mr Antonio Velasco Izquierdo Erwin, Mr Sergio Velasco Izquierdo Nelson	EC, EC
EC1390067506001	0	Abad Barzallo Rodrigo, Andrade Castro Nelzon Anival, Consejo De Gobierno De Bienes Diocesanos Diocesis Portoviejo, Davila Cedeno Flor Maria De Lourdes, Delgado Mendoza Manuel Arquides, Inmobiliaria Hegasa S.A., Lopez Zambrano Maria De Lourdes Victoria, Marcain S.A., Menendez Garcia Reilinda Indaura, Mieles Arteaga Rosa De Navidad, Mr Adriano Aurelio Zambrano Palma, Mr Agustin Jose Vera Velez, Mr Agustin Paredes Bravo Angel, Mr Alfredo Alvarez Cedeno Wilson, Mr Alfredo Andrade Zambrano Galo, Mr Alfredo Robledo Zambrano Neres, Mr America Solorzano Moreira Luz, Mr Ana Janeth Del Rocio Bolanos Leon, Mr Anibal Eustaquio Andrade Solorzano, Mr Antonio Teran Mogro Jesus, Mr Arteaga Macias Angel Ulbio, Mr Arturo Milagro Cedeno Arteaga, Mr Arturo Romero Ugalde Rene, Mr Aureliano Trueva Mirones, Mr Aurelio Uscocovich Salazar Miguel, Mr Carlos Alfredo Anchundia Quijije, Mr Carlos Amadeo Miranda Herdez, Mr Carlos Andres Santos Andrade, Mr Carlos Aristides Villavicencio Velez, Mr Carlos Clever Santos Tejada, Mr Carlos Enrique Bolanos Leon, Mr Carlos Enrique Emanuele Cedeno, Mr Carlos Enrique Ledergerber Reshuan, Mr Carlos Enrique Solorzano Moreira, Mr Carlos Raul Kon Viteri, Mr Cesar Enrique Ferdez Cevallos, Mr Cesar Enrique Jose Ruperty Loor, Mr Cesar Enrique Ledergerber Gaitan, Mr Dario Morales Mendoza Ruben, Mr Diego Rene Valarezo Chumo, Mr Edmundo Sussmann Hidrovo Walter, Mr Eduardo Lopez Saa Manuel, Mr Eduardo Vicente Uscocovich Balda, Mr Eli Heriberto Montesdeoca Intriago, Mr Emilio Champan Morales Segundo, Mr Enrique Marcelino Perez Briones, Mr Enrique Rivadeneira Briones Farid, Mr Ernesto Arteaga Giler Remigio, Mr Ernesto Galarraga Zamora Fabian, Mr Ernesto Mendoza Cedeno Manuel, Mr Euclides Andrade Garcia Walter, Mr Ezequiel Valarezo Cedeno Manuel, Mr Francisco Xavier Perez Suarez, Mr Freddy Her Zambrano Cedeno, Mr Gilberto Montanero Gomez Nestor, Mr Gonzalo Antonio Sabando Cevallos, Mr Gonzalo Francisco Viteri Moreira, Mr Gonzalo Victor Vicente Valarezo Cedeno, Mr Guillermo Eulogio Jara Cantos, Mr Gustavo Brunner Ardila Yandri, Mr Gustavo Edmundo Izaguirre Quinonez, Mr Heriberto Arsenio Duenas Giler, Mr Hugo Acosta Avila, Mr Humberto Moreno Loor, Mr Ignacio Raguel Mera Cedeno, Mr Jaime Alfredo Alarcon Zambrano, Mr Jaime Arturo Rodriguez Castillo, Mr Jaime Bolanos Moreira, Mr Jaime Eduardo Ledergerber Gaitan, Mr Javier Andres Andrade Morales, Mr Javier Ciro Ledergerber Gaitan, Mr Joaquin Egberto Ramirez Marcillo, Mr Joaquin Ramirez Mieles, Mr Jorge Alfredo Zambrano Garcia, Mr Jorge Luis Pesantes Hanze, Mr Jorge Washington Saltos Guillen, Mr Jose Adalberto Gonzalez Rivadeneira, Mr Jose Antonio Mera Solorzano, Mr Jose Armando Palma Palma, Mr Jose Felicisimo Intriago Zambrano, Mr Jose Gabriel Andrade Garcia Ariosto, Mr Jose Joaquin Cevallos Cevallos, Mr Jose Manuel Mendoza Cedeno, Mr Jose Manuel Reyes Mejia, Mr Jose Vicente Espinales Tejena, Mr Juan Andres Duran Cedeno, Mr Juan Carlos Flor Hidalgo, Mr Juan Carlos Santos Andrade, Mr Juan Ferdo Andrade Morales, Mr Julio Eloy Loor Bravo, Mr Julio Her Valarezo Cedeno, Mr Lara Carlos Enrique Solorzano, Mr Lucio Alfredo Valarezo Cedeno, Mr Luis Alberto Cedeno Palma, Mr Luis Alfredo Duenas Falconi, Mr Luis Alfredo Espinoza Garcia, Mr Luis Ferdo Gonzalez Garcia, Mr Luis Ricardo Marchan Guerrero, Mr Luis Vicente Moreira Barberan, Mr Manuel Gregorio Avila Macias, Mr Marco Alejandro Duran Aleman, Mr Marco Antonio Zambrano Garcia, Mr Maria Del Mar Garcia Rengifo Luz, Mr Mario Alfredo Valarezo Navia, Mr Miguel Angel Barcia Bravo, Mr Miguel Leoncio Lituma Ulloa, Mr Montesdeoca Vera Nilo Bayardo, Mr Nestor Rene Valarezo Navia, Mr Olga Azucena Proano Vinces, Mr Orlando Otto Ruben Morales, Mr Oswaldo Cesareo Velez Cedeno, Mr Oswaldo Leoncio Chavez Mendoza, Mr Oswaldo Ostaiza Moreira Didimo, Mr Pedro Atanacio Molina Palma, Mr Pedro Jose Duenas Giler, Mr Pedro Raul Solorzano Moreira, Mr Rafael Emilio Jarre Vinces, Mr Rafael Ivan Jarre Vinces, Mr Ramon Julio Cesar Tuarez Romero, Mr Ramon Manuel Ferdez Cevallos, Mr Raul Alfredo Cabrera Suarez, Mr Re Loor Giler Angel, Mr Rene Neri Arteaga Cornejo, Mr Ricardo Javier Zambrano Cedeno, Mr Rigoberto Ignacio Navia Macias, Mr Roberto Antonio Jarre Mieles, Mr Roberto Antonio Navia Macias, Mr Roberto Cesario Mendoza Alcivar, Mr Roberto Guillermo Llerena Zambrano, Mr Saul Salvador Solorzano Moreira, Mr Sergio Ferdo Arteaga Macias, Mr Sergio Ruben Solorzano Cedeno, Mr Sixto Silvino Solorzano Moreira, Mr Tuarez Intriago Jose Edulfo, Mr Vera Camilo Patricio Palomeque, Mr Vera Luis Alberto Intriago, Mr Victor Abrahan Feijoo Salcedo, Mr Victor Hugo Edison Correa Donoso, Mr Vielka Del Rocio Grijalva Romo, Mr Yesther Francis Guillem Zambrano, Mr Yury Patricio Polanco Alarcon, Mrs Alexandra Patricia Valarezo Cedeno, Mrs Alice Vicenta Cedeno Cevallos, Mrs Ana Maria Valarezo Navia, Mrs Ana Marina Andrade Garcia, Mrs Angela Dolores Velasquez Ormaza, Mrs Angelina Quinonez Hidalgo Cenia, Mrs Annabelle Elizabeth Zambrano Alvarado, Mrs Ariadna Maria Andrade Garcia, Mrs Arline Solorzano Rodas Negda, Mrs Augusta Cristina Maria Cevallos Rodriguez, Mrs Augusta Soledad Morales Mendoza, Mrs Carmela Judith Valarezo Cedeno, Mrs Caroline Cantos Roldan Nayade, Mrs Edith Guillermina Parrales Munoz, Mrs Elvira Arteaga Macias Rosa, Mrs Esperanza Julieta Cedeno Cedeno, Mrs Fanny Cecilia Gomez Zambrano, Mrs Francisca Margarita Acosta Cedeno, Mrs Genoveva Margarita Palomeque Delgado, Mrs Gina Alexandra Briones Giler, Mrs Gina Maria Monge Mendoza, Mrs Graciela Argentina Andrade Mendoza, Mrs Iduna Annabelle Bayona Trivino, Mrs Irma Violeta Maria Valarezo Cedeno, Mrs Jamileth Rosemari Cedeno Cedeno, Mrs Jessenia Guadalupe Garcia Garcia, Mrs Julia Cevallos Murillo, Mrs Julia Isabel Magdalena Canizares Robles, Mrs Katty Patricia Jurado Murillo, Mrs Lara Sonia Magaly Moreno, Mrs Leila Elizabeth Falconi Rodriguez, Mrs Leonor Hurtado Polit Bella, Mrs Lesbia Raquel Andrade Alava, Mrs Letty Maria Vaca Vera, Mrs Lila Maria Leonor Velasquez Velez, Mrs Margarita Alava Ferdez Eustorgia, Mrs Maria Alejandra Henriques Alcivar, Mrs Maria Beatriz Tapia Murillo, Mrs Maria Concepcion Valarezo Centeno, Mrs Maria Cristina Palma Murillo, Mrs Maria Emperatriz Mendoza Mendoza, Mrs Maria Leonor Andrade Morales, Mrs Maria Luisa Balda Menendez, Mrs Maria Magdalena Garcia Vidal, Mrs Maria Magdalena Murillo Talledo, Mrs Maria Margarita Garcia Villavicencio Analicia, Mrs Maria Monserrate Loor Bravo, Mrs Maria Teresa Falconi Rodriguez, Mrs Mariana Alexandra Tapia Murillo, Mrs Mariana Augusta Chavez Ramos, Mrs Mariana Josefa Gomez Santos, Mrs Mariana Mora Montesdeoca Holanda, Mrs Marjorie Katherine Ledergerber Reshuan, Mrs Marlene Avellan Parraga Anexy, Mrs Melva Estrella Delgado Toro, Mrs Mercedes Palacios Murillo Edga, Mrs Mirian Cleopatra Tapia Murillo, Mrs Miroslava Melo Delgado Estrella, Mrs Mirtha Patricia Molina Hidrovo, Mrs Monica Maria Liliana Mendoza Garcia, Mrs Cy Guillem Murillo Egny, Mrs Natividad Macias Loor Concepcion, Mrs Nelly Aray Mendoza Rosa, Mrs Nidya Astrid Cedeno Rivadeneira, Mrs Octaviana Andrade Solorzano Elba, Mrs Olga Alejandrina Cevallos Viteri, Mrs Olivia Mera Guillen Asuncion, Mrs Patricia Del Carmen Limongi Andrade, Mrs Paula Olinda Solorzano Larrea, Mrs Raquel Violeta Montesdeoca Loor, Mrs Rosa Oliva Mendoza Chavez, Mrs Rosy Alexandra Beltron Cedeno, Mrs Sara Josefina Aguilar Valle, Mrs Sara Ramona Murillo Hidrovo, Mrs Susana Rodriguez Rodriguez Marcy, Mrs Tanya Elizabeth Moreira Fuentes, Mrs Teresa Enriqueta Flores De Valgas Cedeno, Mrs Teresita Luz Marina Robles Cobos, Mrs Victoria Ignacia Orlando Andrade, Mrs Violeta Lastenia Valarezo Zambrano, Solorzano Moreira Jose Artemidoro, Solorzano Moreira Marianita De Jesus, Velez Velez Zoila Hermencia, Vinces Menendez Wilson Cristodulo, Yoo Chavez Misui Briceida, Zambrano Figueroa Placido Herlando, Zambrano Mero Wilmer Teofanes	EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC
EC1791772121001	0	Mr Carlos Andres Zaidan Gattas, Mr Jorge Nicolas Zaidan Gattas, Mr Sameer Zaidan Saba	EC, EC, EC
EC0990819130001	2	Mr Antonio Orellana Figueroa Manuel, Mr Daniel Quintero Izquierdo Bismarck, Mr Jose Izquierdo Puggliessi Bismarck, Mrs Tatiana Elisa Quintero Izquierdo	EC, EC, EC, EC
EC1792493749001	0		
EC1791250966001	0		
EC1890069963001	0	Mr Her Andrade Martinez Rodrigo, Mr Jose Joaquin Andrade Martinez, Mrs Esther Cecilia Torres Freire	EC, EC, EC
EC0992577339001	0		
EC15829	0		
EC0990802734001	0	Mr Arnoldo Andres Alencastro Serrano, Mrs Belen Alencastro Serrano, Mrs Claudia Maria Alencastro Serrano, Mrs Monica Paulina Alencastro Serrano	EC, EC, EC, EC
EC0990025843001	2	Mr Cesar Manuel Moya Bustillos, Mr Christian Marcelo Leon Garzon, Mr Francisco Javier Suarez Salas, Mr Francisco Suarez Morales Kenny, Mr Ruben German Leon Alvear, Mrs Adriana Shenni Calle Moscoso, Mrs Carmen Del Rocio Castillo Moscoso	EC, EC, EC, EC, EC, EC, EC
EC0991307605001	592	Metlife Inc, Provida Internacional S.A.	US, CL
EC0992367318001	0		
EC0991440429001	0	Mr Juan Carlos Abad Decker, Mr Juan Carlos Abad Freire, Mr Juan Telmo Abad Decker, Mrs Monica Consuelo Gomez Cano	EC, EC, EC, EC
EC53502	0		
EC0990360545001	0	Maquimet S.A., Singh S.A.	PA, EC
EC1891713580001	2	Mr Jorge Eduardo Vintimilla Rodas, Mr Jorge Israel Vintimilla Nieto, Mr Ricardo Canales Vintimilla, Mrs Catalina Alexandra Vintimilla Nieto	EC, EC, EC, EC
EC0992541830001	2	Mr Gilberto Guevara Guerra Vicente, Mr Rolando Guevara Viteri Omar	EC, EC
EC0992135700001	0		
EC0990954429001	2	Mr Galo Alfonso Verduga Canarte, Mr Verduga Canarte Antonio Zabulon	EC, EC
EC1790968790001	0	Mr Rafael Reyes Vinueza Augusto, Mrs Andrea Carolina Reyes Vinueza	EC, EC
EC0992134348001	3	Mr Eddy Reinaldo Vera Castro, Mr William Jacinto Vera Castro	EC, EC
EC0991311645001	0		
EC1792504015001	0		
EC0990493782001	0		
EC1792345189001	12404	China Road & Bridge Corporation	CN
EC1792249198001	0		
EC0992263598001	2	Golden South Group Llc, Grupo Empresarial Amazonas S.A. Gruamazonas	US, EC
EC0990082820001	0	Ankari S.A., Farimar S.A., Nimaro Sa, Peal S.A, Rideyca S.A.	EC, EC, EC, EC, EC
EC0992842172001	0		
EC1791414004001	404	Adecco International Holding B.V., Mr Antonio Oliver Lorente Blas	NL, ES
EC0990521786001	0	Mr Carlos Rafael Miranda Illingworth, Mr Francisco Jose Miranda Illingworth, Mrs Irene Maria Miranda Illingworth, Mrs Maria Cristina Miranda Illingworth, Mrs Myriam Miranda Illingworth	
EC1791766008001	2	Asepbp Representaciones Cia. Ltda., Asesoria Legal Corporativa Asesorialecorp S.A.	EC, EC
EC0992221178001	2	Mr Carlos Humberto Vera Espinoza, Mrs Elizabeth Naranjo Borja Joagny	EC, EC
EC1791190564001	2	Mr Moises Vinicio Encalada Ramirez, Mrs Cy Cecilia Celi Castillo	EC, EC
EC0992760133001	0		
EC1792114594001	2	Mr Uwe Peter Guggenbuhl Noller, Mrs Astrid Carmen Guggenbuhl	CH, CH
EC1791869176001	2	Mr Jose Luis Tandazo Bravo, Mr Reinaldo Bravo Campoverde Walter	EC, EC
EC1791369378001	0	Banco De La Produccion Sa - Produbanco, Banco Del Pacifico, Banco Ecuatoriano De La Vivienda, Banco Pichincha C.A., Corporacion Andina De Fomento, Others	EC, EC, EC, EC, II
EC0991383999001	0		
EC1791239873001	0	Khamis Masso Haifa, Khamis Masso Ramon Nakleh, Khamis Masso Samar, Mr Sami Khamis Masso Khader, Mr Samir Khamis Alam, Mrs Ursula Masso Abussada Nawal	EC, EC, EC, EC, EC, EC
EC0992689536001	0		
EC1790017125001	0	Avalos Avalos Carlos Enrique (Hrdos), Herederos Avalos Villafuerte Delia Ines, Mr Antonio Avalos Villafuerte Vicente, Mr Carlos Enrique Avalos Villafuerte, Mr Luis Antonio Avalos Avalos, Mrs Maria Elena Avalos Villafuerte	EC, EC, EC, EC, EC, EC
EC1791317939001	2	Mr Mauricio Ordonez Otero, Soluciones Graficas Equigrafic S.A.	EC, EC
EC15852	0		
EC1792172993001	2	Mr Akira Ricardo Sakurai Espana, Mr Vladimir Anibal Sper Balanzategui	EC, EC
EC1890152828001	2	Mr Luis Raimundo Castro Ortiz, Mrs Camila Anahi Montenegro Castro, Mrs Ines Elizabeth Castro Londono, Mrs Maria Ferda Castro Londono, Mrs Maria Gabriela Castro Londono	EC, EC, EC, EC, EC
EC1791288106001	2	Modus International (Two Thousand) Inc, Mr Rene Ramirez Molina Estuardo	BS, EC
EC0992129441001	0		
EC1791767071001	39	Alfa Parf Group S.P.A.	IT
EC15833	0		
EC1792247934001	2	Mr Gabriel Augusto Giannotti, Mrs Maria Cecilia Heinen	AR, AR
EC0990581827001	0		
EC0990319723001	0	Iristec S.A., Mr David Borja Alvear, Mr Leonila Balladares Moran Rosa, Mr Luis Felipe Borja Barrezueta, Mrs Elsa Eunice Alvear Arboleda	EC, EC, EC, EC, EC
EC1190091003001	0		
EC0992703776001	0	Mr Marlon Alfonso Barberan Paredes, Mr William Ferdo Chavez Utreras, Mrs Cristina Cepeda Arteaga Rosa	EC, EC, EC
EC0992297050001	0		
EC0990267278001	2	Mr Jose Francisco Carrion Ycaza, Otei Technologies (Oteitec) Llc	EC, US
EC2190003844001	3	Mr John Rene Galindo Tipan, Mr Rene Galindo Alencastro Johnson	EC, EC
EC0990858071001	0		
EC1792123895001	0		
EC1790014541001	230	Telefonaktiebolaget Lm Ericsson	SE
EC1790528782001	214	Halliburton Latin America S.R.L	UY
EC1792180031001	2	Mr Gustavo Garzon Galarza Andres, Mr Rodolfo Garzon Galarza Xavier, Mrs Cristina Belen Garzon Galarza, Mrs Maria Sol Garzon Galarza, Mrs Olivia Alexandra Garzon Galarza	EC, EC, EC, EC, EC
EC15882	0		
EC1390146422001	0	Mr Edgar Eduardo Honorio Oquendo Paez, Mr Miguel Omar Estrada Paez, Mr Raul Hamid Estrada Paez	EC, EC, EC
EC1790001725001	0		
EC0992407018001	0		
EC0992386789001	0	Mr Francisco Eduardo Diez Gangotena	EC
EC1792019257001	0	Business Process Analysis Group Llc, Centrollanta S.A., Mr Edmundo Patricio Davalos Cardenas, Mr Jose Luis Sevilla Gortaire, Mr Juan Jose Rivadeneira Mino, Mr Luis Vivero Mino Ferdo	US, EC, EC, EC, EC, EC
EC54089	0		
EC0992693606001	0		
EC2091756377001	0		
EC53520	0		
EC0992623748001	0	Agripac S.A., Delcorp Sa	EC, EC
EC0991352937001	4	Ministerio De Agricultura Y Ganaderia, Scylla Limited Partnership	EC, NZ
EC0992698403001	0	Morales Zapatier Danilo Anderson, Mr Victor Manuel Mazzini Fajardo	EC, EC
EC0190391906001	0	Mr Carlos Efrain Roldan Siguenza, Mrs Aida Gerardina Ortiz Cornejo, Mrs Sandra Catalina Roldan Ortiz	EC, EC, EC
EC1792110742001	2	Mr Aida Piedad Munoz Zapater, Mr Erick Paul Brito Munoz, Mr Sebastian Vela Brito Andres	EC, EC, EC
EC0992525169001	0		
EC1792114101001	2	Mr Uwe Peter Guggenbuhl Noller, Mrs Astrid Carmen Guggenbuhl	CH, CH
EC0991276076001	0		
EC1791272609001	0	Mr Adrian Fabricio Guzman Torres, Mr Antonio Deidan Rivera Orlando, Mr Eduardo Falcony Palacio Alfonso, Mr Juan Manuel Crespo Nieto, Mr Mauricio Guzman Torres Dennys, Mr Milton Alexander Gavilanes Rojas, Mrs Norma Maria Amalia Palacio Balarezo	EC, EC, EC, EC, EC, EC, EC
EC1790072266001	2	Mr Diego Jose Mateus Escobar, Mr Robert Ernest Kenyon Escobar, Mrs Maria Del Carmen Mateus Escobar, Mrs Maria Gabriela Mateus Escobar, Mrs Maria Margarita Escobar Rivadeneira	EC, EC, EC, EC, EC
EC0990026394001	0	Drole S.A., Inmobiliaria Riosol S.A.	EC, EC
EC0991495274001	2	Mr Arturo Alfonso Balda Delgado, Mr Cesar Armando Baquerizo Barriga	EC, EC
EC0992443375001	2	Mrs Evelyn Auxiliadora Espinoza Valle, Mrs Magali Cecilia Valle Tomala Giomar	EC, EC
EC1791715411001	0	Mr Carlos Alberto Guarquila Balseca, Mrs Monica Yolanda Pino Amoroso, Mrs Salazar Cobo Sonia Bali, Mrs Tania Elizabeth Alulema Balarezo	EC, EC, EC, EC
EC1792228808001	0		
EC0992838957001	0		
EC1790511472001	0	Ankari S.A., Farimar S.A., Nimaro Sa, Peal S.A, Rideyca S.A.	EC, EC, EC, EC, EC
EC1790783081001	0		
EC0992260378001	0	Mr Gustavo Rafael Manrique Miranda, Mr Jose Javier Guarderas Hidalgo	EC, EC
EC0992154551001	0		
EC1790311015001	0	Degetau Von Forckenberck Christian Georg (Hrdos), Ingesa S.A., Mr Antonio Jijon Letort Santiago Miguel, Mr Ferdo Barra Cobo, Mr Ferdo Jose Clemente Barra Castells, Mr Francisco Nicolas Cobo Martinez, Mr Jose Antonio Barahona Espinel, Mr Juan Bernardo Davalos Donoso, Mrs Carmen Marcel Arteta  Elena, Mrs Daniela Barra Cobo, Mrs Gemma Florencia Durini Teran, Mrs Maria Cristina Barra Cobo, Urtadasa S.A., Vallejo Arcos Clemente	DE, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC
EC0991281258001	2	Mr Eduardo Rojas, Mr Leonardo Sixto Alvarado Murillo, Mr Mercedes Magdalena Holguin Gonzalez	US, EC, EC
EC1090106453001	0		
EC0990131775001	7	Cavendish Square Holding B.V., Mr Francisco Jose Sola Medina	NL, EC
EC0992420502001	104	Naviera Ultranav Ltda	CL
EC1792267463001	0	Mr Maria Del Carmen Roman Davalos, Mrs Andrea Maria Roman Barahona, Mrs Maria Dolores Roman Davalos	EC, EC, EC
EC1792098785001	5	Atlas Management International Llc, Mr Edwin Santiago Ruiz Espinoza	US, EC
EC0190151549001	0	Almacenes Juan Eljuri Cia. Ltda., C.A. Ecuatoriana De Ceramica, Ceramica Rialto Sa	EC, EC, EC
EC0992474904001	0		
EC15883	0		
EC1792331277001	2	Mr Alex Renato Vasconez Paredes, Mr Daniel Santiago Vasconez Paredes, Mr Enrique Vasconez Naranjo Cristobal	EC, EC, EC
EC0591724932001	0	Mr Edgar Bladimir Alvarez Cisneros, Mr Edgar Germanico Alvarez Salazar, Mr Edgar Miguel Espin Vaca, Mr Fausto German Herrera Tapia, Mr Fredy Jhon Alvarez Salazar, Mr German Alvarez Salazar Wilson, Mr Jorge Alvarez, Mr Jorge Rusbel Gallegos Medina, Mr Luis Enrique Liger Alban, Mr Luis Gonzalo Calvachi Gallo, Mr Marco Antonio Crespo Soria, Mr Marco Paul Chacon Quinteros, Mr Oswaldo Estrella Cevallos Walther, Mr Xavier Bastidas Palma Franklin	EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC
EC1792378230001	0		
EC0990551731001	2	Holding Rabascall Cia. Ltda. Holdingrabsa, Mr Jose Ferdo Rabascall Bittner	EC, EC
EC1790850226001	0		
EC1791884078001	2	Mr Cristhian Enrique Villagomez Yepez, Mr Enrique Villagomez Perez, Villagomez Yepez Paulina De Los Angeles	EC, EC, EC
EC1791729625001	2	Mr Juan Carlos Cueva Nevarez, Mrs Elsa Rossana Cueva Nevarez	EC, EC
EC0991074147001	0	Farimar S.A., Mr Holger Riebau Casar, Nimaro Sa, Peal S.A, Rideyca S.A., Soneto C.A.	EC, DE, EC, EC, EC, EC
EC0591725815001	0		
EC0591713221001	0	Mr Baltazar Juan Jose Yucailla, Mr Baltazar Juan Manuel Yucailla, Mr Baltazar Segundo Nicolas Yucailla, Mr Juan Toalombo Espin Segundo, Mr Leonardo Freire Barrionuevo Washington, Mr Luis Milton Cevallos Chicaiza, Mr Roberto Elias Cevallos Moreta, Mrs Nelly Beatriz Toalombo Yucailla, Yucailla Baltazar Angel Rodrigo, Yucailla Baltazar Maria Agustina	EC, EC, EC, EC, EC, EC, EC, EC, EC, AR
EC1391801106001	0		
EC0990093490001	0		
EC0992785306001	0		
EC0591709224001	5	Asociacion Mutualista De Ahorro Y Credito Para La Vivienda Pichincha, Mr Mario Alfredo Burbano De Lara Auson	EC, EC
EC0992486740001	0		
EC0992161175001	0	Mr Emilio Rivas Constantine Vicente, Mr Jaime Patricio Yaselga Paredes, Mr Mario Yanqui Moreira Orlando De	EC, EC, EC
EC0992658835001	0	Mrs Karla Lissette Jordan Vite, Mrs Marjorie Maria Alvarado Navarro	EC, EC
EC0992504544001	2	Mr Jorge Orlando Vega Sanchez, Mr Oswaldo David Chandi Agama, Mr Willian Agustin Franco Assan, Mrs Laura Veronica Guerrero Carvajal	EC, EC, EC, EC
EC1791973070001	0	Mr Juan Francisco Poch Figueroa, Mrs Diana Maria Enciso Forero	CO, CO
EC1791326202001	0	Garces & Garces Cargo Service S.A., International Fresh Cargo B.V., Ledzep Holding S.A., Transporte Internacional De Carga Transinternacional Cargo Cia. Ltda.	EC, NL, EC, EC
EC0991297952001	0		
EC1891748848001	2	Fiallos Solis Washintong Jhonder, Mr Adrian Fiallos Bano Washington	EC, EC
EC0990263205001	0		
EC1791957261001	0		
EC1790828573001	0	Mr Eduardo Javier Diez Gangotena, Mr Francisco Eduardo Diez Gangotena, Mr Jose Diez Gangotena Ferdo	EC, EC, EC
EC1791315588001	0		
EC0991407723001	2	Mr Mariano Erazo Valverde Jofre, Mr Monserrate Manuel Ernesto Rangel	EC, EC
EC0591719084001	0		
EC1790007227001	0	Herederos Teran Venegas Cecil Emerson, Mr Alvaro Iturralde Moncayo, Mr Diego Ferdo Teran Moeller, Mr Fuad Alberto Dassum Armendariz, Mr Gustavo Teran Moller Cecil, Mr Roberto Bolivar Teran Moeller	EC, EC, EC, EC, EC, EC
EC15905	0		
EC1792185483001	2	Mr Christopher Robert Lechler Argudo, Mrs Elsie Teresa Argudo Maldonado	US, EC
EC0992781505001	0	Mr Alejandro Molina Leon Milton, Mr Her Molina Leon Edison, Mr Ivan Ricardo Molina Leon, Mrs Esperanza Angelica Leon Rivas	EC, EC, EC, EC
EC1791333152001	2	Mr Ignacio Cabarique Serrano Martin, Mr Luis Adriano Calero Peralta, Mrs Lina Maria Forero Velasco	CO, EC, CO
EC1792343518001	2	Mrs Carolina Viteri Diaz, Mrs Gloria Milena Diaz	EC, CO
EC0990864802001	0		
